PART_PREFIX,EQUIVALENT_PREFIX,SPECIFICATION,SERIES,INSERT_STANDARD,NUMBER_FORMAT,SHELL_INSERT_SEPARATOR,DESCRIPTION
88083,MS3475,MIL-DTL-26482,II,MIL-STD-1669,SHELL-SEPARATOR-INSERT,-,custom equivalent to MS3475
